Text,Actual Sentiment,Predicted Sentiment,Confidence
payment million litas interest long term loan provided ragutis majority shareholder estonia le coq also added losses,negative,neutral,0.9331932
moment valio worried ban continues long may become quite problem,negative,negative,0.9399003
sponda record profit sale mln euro mln,positive,positive,0.8282372
cencorp estimates net sales last quarter earlier stated eur eur operating profit ebit estimated positive,positive,neutral,0.72537327
customer satisfied basware invoice automation solution extends implementation new geographies,positive,neutral,0.6642592
repeats sees ebita pct sales,positive,positive,0.7554257
separating side businesses able faster expand develop tapro retail network,positive,positive,0.6566704
strategic cooperation rentakran brings us new customers already working relationships authorities new territories said jarmo laasanen senior manager cramo,positive,positive,0.9236117
patja worked well us decade fujitsu new bid competitive,neutral,positive,0.88935953
share purchase completed financing also provided expand latvia broadband infrastructure develop new areas business including acquisitions companies,positive,positive,0.6759481
terms profitability earnings best year history chief executive veli matti mattila said,positive,neutral,0.70897937
government professional approach assessing offer,positive,neutral,0.9045752
margarine business put good shape last two years making natural addition bunge looking leverage position central northern european markets raisio ceo matti rihko said statement,positive,positive,0.9426459
win oems targeting develop wimax products,positive,neutral,0.64114803
portion million recorded part winnings prior patent dispute finnish phone maker nokia oyj,positive,neutral,0.7269045
finnish electronics manufacturing services company elcoteq signing cooperation agreement japanese mobile phone manufacturer bypasses elcoteq tallinn says jan kotka ceo elcoteq tallinn,positive,positive,0.9130737
according rehu managing director jouko lahtinen project stabilise costs improve supply security,positive,positive,0.95266825
according ceo matti karppinen frozen foods posted good result,positive,positive,0.95112485
according viking line managing director nils erik eklund company board directors satisfied viking line performance,positive,neutral,0.9385271
actions improve operational efficiency adjust operations expected deliver annualised permanent cost savings around eur million effected mostly first half,positive,positive,0.9502392
time sales development russia boosted opening stockmann nevsky centre st petersburg,positive,neutral,0.63724124
benefon wireless gps technology company supply karputer twig navigation platform gps satellite navigation voice guidance service,positive,neutral,0.931994
biohit vwr close cooperation number years us biohit one vwr focus suppliers,positive,neutral,0.835985
combining deep domain expertise application service management asm outsourcing service offerings proved winning combination,positive,positive,0.9447369
demand brisk expected order levels remained high,positive,positive,0.86929375
past decade gradually divested noncore assets bought several sports equipment makers including california based fitness products international sparks nevada based atec leading maker baseball softball pitching machines,positive,neutral,0.9215091
espoon kaupunki awarded contracts personal care products,positive,positive,0.7027862
exports accounted net sales representing time record company,positive,positive,0.81326556
finland poyry energy contract advise builders new cogeneration power plant lithuania second biggest city kaunas supervise construction process,positive,neutral,0.70293206
finnish construction company yit oyj said november mln euro mln contract construct new office building local property company tapiola real estate oy,positive,positive,0.7494134
cargotec net sales exceeded eur billion,neutral,positive,0.88096297
kone received order aker yards supply customised elevators first genesis cruise ship scheduled completed,positive,positive,0.66607916
addition fireplace exports demand lining stone exceeded level earlier part year continue clearly brisker remainder year,positive,positive,0.8655637
kalmar awarded new year contract supply rough terrain container handler rtch,positive,positive,0.93859273
major order india comptel corporation received significant long term order mediation provisioning solutions used leading operator india,positive,positive,0.9530067
managing director kari inkinen says sponda leasing operations developed highly favourably,positive,positive,0.9539427
net cash flow operations expected remain positive,positive,positive,0.91511476
price kesko share mln euro mln recognize gain mln euro mln disposal included result second quarter,positive,neutral,0.889748
olvi posted strong set figures first six months year,positive,positive,0.95359975
operating profit improved eur mn eur mn,positive,positive,0.9503969
standardised services met positive reception among customers well itella,positive,positive,0.9542179
performance second half exceeded expectations,positive,positive,0.94034433
ponsse projects forest machine markets improve expected previous year,positive,positive,0.94560665
ragutis based lithuania second largest city kaunas boosted sales last year per cent million liters,positive,positive,0.93904674
raisio bid buy glisten win win deal companies chairman uk snacks firm told food today february,positive,neutral,0.8173141
stora enso owns percent bergvik earns therefore sek bn value appreciation,positive,neutral,0.9190375
talvivaara also maintains assumption turning cash flow positive year end,positive,positive,0.83981013
thanksto improvements demand adjustments made theutilization rates cramo fleet substantiallyimproved,positive,positive,0.7537214
acquisition expected improve access chrome ore resources turkey,positive,positive,0.9474522
aim annual improvement ruukki construction operating profit eur million usd starting,positive,positive,0.928247
company estimates trend demand sports equipment steady amer report said,positive,neutral,0.8966721
estimated synergy benefits least eur annually,positive,positive,0.66148627
goal achieved via organic growth possibly supplemented acquisitions,neutral,positive,0.6991129
group business balanced broad portfolio sports presence major markets,positive,neutral,0.9284649
group business balanced broad portfolio sports presence major markets,neutral,neutral,0.9284649
objective planned measures achieve significant savings next years,positive,positive,0.8872638
rebuilds designed improve machines performance product quality,positive,neutral,0.7625185
transaction positive impact around eur earnings ruukki recognize fourth quarter year,positive,positive,0.9156851
situation normalises company able increase amount residential units sale st petersburg moscow particular,positive,positive,0.93686074
repeat order follow successfully installed elevators delhi metro system kone spokeswoman told thomson financial news,positive,positive,0.78700405
customers chance make bookings services want one location said mikko tuomainen charge finnair internet sales,positive,neutral,0.93336076
stonesoft sees great promise future ipv,positive,positive,0.9032765
combined activities create value shareholders good employees customers,positive,positive,0.52178764
trend sports leisure markets favorable first months year,positive,positive,0.8914517
continued actively focus r position offering away point solutions towards dynamic end end solutions ervio stated,positive,positive,0.6948191
february finnish industrial machinery company metso oyj hel meo v said today deliver minerals processing equipment basic engineering canadian miner northland resources osl naur tse nau,positive,neutral,0.87992835
january finnish solutions provider affecto oyj hel afe v said today eur usd contract state owned lithuanian social insurance institution sodra,positive,neutral,0.5776478
according finnish pension insurance company varma varma recipient two thirds revenue earnings related pension cover competitive tendering finland,positive,neutral,0.9147126
finnish construction group lemmink inen awarded two road building contracts lithuanian transport administration,positive,positive,0.94742244
finnish construction group yit awarded contract install heating air conditioning cooling systems new head office automobile association adac munich germany,positive,positive,0.6584923
finnish flexible packaging manufacturer suominen corporation reports net sales eur mn first quarter compared eur mn year earlier,positive,negative,0.5436916
finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america,positive,positive,0.630017
finnish metso paper awarded contract rebuild sabah forest industries sfi pulp mill sabah malaysia,positive,positive,0.8519178
finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china,positive,neutral,0.9429654
finnish outokumpu technology awarded several new grinding technology contracts,positive,positive,0.94471437
finnish rautaruukki awarded contract supply install steel superstructures partihallsf rbindelsen bridge gothenburg sweden,positive,positive,0.56166434
lule municipality awarded yit year contract property management one third municipality properties total area sq metres,positive,neutral,0.8210109
shopping center opened st petersburg russia november turn cash flow finnish department store chain stockmann russian operations positive first time,positive,positive,0.93468654
according atria president ceo matti tikkakoski company swedish operations significantly improved first quarter,positive,positive,0.9584124
according ceo kai telanne company newspapers achieved best financial result ever,positive,positive,0.9458125
according kesko company agreed city administration lease building resettlement construction five star hotel hilton rooms,positive,neutral,0.8938913
according nordic financial group nordea analyst sami sarkamies makes nokia portfolio competitive,positive,neutral,0.76326877
according ringman finnish paper companies acquired know capacity paper recycling turned successful strategy,positive,positive,0.9092919
according schmardin nordea likely try win customers pension fund providers,positive,neutral,0.66884154
according ceo nordea bank estonia vahur kraft nordea finland stockmann cooperating ten years,positive,neutral,0.7395889
adanac molybdenum canada ordered grinding technology molybdenum project british columbia canada shalkiya zinc kazakhstan awarded contract grinding technology shalkiya zinc lead project kazakhstan,positive,neutral,0.71568614
raisio divisions recorded operating profit,positive,neutral,0.893185
estimated pct mobile calls made home france telecom hopes pct orange clients sign service end,neutral,neutral,0.8436865
broker repeated buy rating based expectations current restructuring lead clear improvement performance europe,positive,positive,0.9339301
arvo vuorenmaa loviisa plant general manager said application new licence standard procedure quite confident approval granted,positive,positive,0.88685226
domestic business best already close finnish dog owners,positive,neutral,0.8589845
basware ceo ilkka sihvo comments conjunction interim report whole basware succeeded well second quarter,positive,positive,0.82514936
cash flow operating activities estimated positive,positive,neutral,0.7849034
cision says sale return u k operation profitability,positive,positive,0.69834346
citigroup inc nyse c announced global transaction services gts business awarded new mandate finland based pohjola bank group,positive,neutral,0.8935726
comptel vendor dynamic operations support system oss software selected orascom telecom oth partner provisioning activation solutions mobile services,positive,neutral,0.93692267
department store sales improved eur mn,positive,positive,0.9546608
dmasia august benefon extends manufacturing capability asmobile digitalmediaasia com dma ltd,positive,positive,0.6975379
finland national carrier finnair plc carried record million passengers increase percent previous year airline reported tuesday,positive,positive,0.7344761
finnair plc carried record million passengers increase percent previous year finnish national carrier reported tuesday,positive,neutral,0.5930365
finnish consulting engineering group poyry plc omx helsinki poy said wednesday october awarded contract tanqia dibba fzc owner engineer wastewater system dibba emirate fujairah uae,positive,positive,0.8343864
finnish financial solutions developer basware corporation omx helsinki bas v said tuesday september deliver complete invoice automation solution large us engineering construction technical services organization,positive,neutral,0.5737338
finnish handling systems company cargotec oyj hel cgcbv said today eur million usd contract deliver macgregor hatch covers ships ordered norwegian shipowner grieg shipping,positive,positive,0.90478027
finnish operator elisa aker yards signed long term service deal elisa deliver necessary voice data services aker yards finland,positive,positive,0.93231595
finnish steel maker rautaruukki oyj ruukki said july mln euro mln contract supply install steel superstructures partihallsforbindelsen bridge project gothenburg western sweden,positive,positive,0.67589885
fiskars strong portfolio international brands include fiskars iittala gerber silva buster,positive,neutral,0.7834689
teleste acquisition marks entry services business market long established significant supplier products,positive,positive,0.9298924
forestries also higher driven yesterday bullish analyst comment stora enso dagens industri dealers said,positive,positive,0.89799505
furthermore efficiency improvement measures initiated earlier bearing fruit ceo jan lang said,positive,positive,0.9427823
global banking news september tieto corporation pohjola bank pink pojlf cooperate swift services,positive,neutral,0.9430164
hearst able consolidate russian market advertising press purchase,positive,neutral,0.7466518
helsingin uutiset vantaan sanomat lansivayla reach readers consumers greater helsinki region,positive,neutral,0.83543426
helsinki afx metso said upgrade one upm kymmene four paper machines latter mill jaemsaenkoski new coating color supply system machine process controls quality measurements,positive,neutral,0.92311305
however simdax remain available markets already approved marketing authorisations submitted applications countries orion added,positive,neutral,0.84921485
however broker gave outperform recommendation stock,positive,positive,0.778963
however total orders received still last year levels,positive,negative,0.52527857
accordance strategy strengthened local presence establishing representative office south africa october,positive,positive,0.9443502
addition lehdentekijat oy start producing new membership magazine viisas raha wise money association,positive,neutral,0.9155629
future company intends look know outside company cooperate actors sector,positive,neutral,0.9357325
industry investment interested glaston solar energy projects,positive,neutral,0.92573744
also potential clients growing environmental recycling technology sectors,neutral,neutral,0.7526549
leading private road ambulance service company finland,positive,positive,0.7088497
known post bank concept would see fidelity bank rolling offices ghana post premises provide financial services people,positive,neutral,0.9310859
kone factory located ayanambakkam suburb west chennai fully integrated facility gives capability address costs,positive,neutral,0.7605354
last year sysopen digia invested ibm product know building portal trading place systems successfully implemented customer solutions supported,positive,positive,0.80698776
adp news oct finnish consulting engineering company poyry oyj omx poy v said today awarded eur million usd extension existing consultancy engineering contract venezuel,positive,positive,0.9477977
adp news oct finnish food company raisio oyj omx raivv said today net profit jumped eur million usd first nine months eur million period,positive,positive,0.94898
adp news sep finnish security privacy software solutions developer stonesoft oyj said today usd million eur order deliver stonegate network security products unnamed russian te,positive,positive,0.6771308
meanwhile electrowatt ekono philippines inc also awarded three year operation maintenance contract fr cement corporation,positive,positive,0.94402105
meanwhile nokia said able deliver complete range services deployment operations consulting integration managed services result buyout,positive,positive,0.68076724
metso paper delivery comprise advantage dct tissue machine including quality control distributed control systems qcs dcs,neutral,neutral,0.92279935
net sales totalled eur million operating margin,neutral,neutral,0.9137508
nevertheless fitch notes business fundamentals three banks currently remain sound,positive,positive,0.9274912
nokia controls percent phone sales india africa strong prosition emerging markets,positive,positive,0.81016564
nokia provide indosat turnkey services including civil works network planning implementation integration wcdma g hspa network,neutral,neutral,0.9182028
nordic business report june metso corporation wins eur equipment order australia communications ltd finnish engineering technology group metso corporation said monday june received eur equipment order australia,positive,positive,0.69745684
sales price sales gain mln euro mln recognized incap earnings,positive,neutral,0.45082137
outotec net profit second quarter jumped mln euro mln mln euro mln year ago,positive,positive,0.9101743
panostaja oyj panostaja board directors decided december new long term incentive commitment plan members management team,positive,neutral,0.92435086
pioneer library system one libraries municipalities arts culture higher education science organizations awarded grants participate big read largest federal reading program u history,positive,neutral,0.86253107
pretax profit jumped eur million eur million,positive,positive,0.9406247
profitability ebit compared previous year period,positive,positive,0.736626
raute corporation received orders worth eur million ooo ilim bratsk dok russia,positive,positive,0.81429034
recovery evident liquid handling business particularly areas outside europe primarily north america asia,positive,positive,0.6267086
sales improved sek mn compared sek mn,positive,positive,0.9319208
savon koulutuskuntayhtyma finland based company awarded contract specialist agricultural forestry machinery,positive,positive,0.9038785
skf april alandsbanken given buy recommendation swedish industrial company skf ab sto skf b share price target sek,positive,neutral,0.83665746
sony ericsson nokia dominated list best selling handsets five models,positive,neutral,0.89038783
speaking drinks today spokesperson olvi said performed well four countries operate namely finland estonia latvia lithuania,positive,positive,0.68050885
sports equipment sales also progressed well owing prolonged winter season,positive,positive,0.95180374
stockmann mastercard widened scope cooperation estonia latvia,positive,positive,0.90602195
stora enso record capital gain eur million non recurring financial item fourth quarter results,neutral,positive,0.7128939
tele affarsvarlden gave buy recommendation mobile operator tele ab share price target crowns euro,positive,neutral,0.7281982
topped consensus forecasts earnings euros share,positive,positive,0.9228678
acquisition kaupthing sverige bring significant positive non recurring addition group performance,positive,positive,0.9514655
acquisition immediate positive impact aspocomp financial result,positive,neutral,0.5651456
amending proposal simplifies proposed plan increases incentive key employees stay company,positive,neutral,0.66404825
australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil,positive,positive,0.8092799
broker initiated palfinger ag konecranes oyj buy recommendations eur price targets respectively,positive,neutral,0.88400155
buyer aims thus reinforce position denmark martela group managing director heikki martela said,positive,positive,0.9077071
companies agreed long term cooperation mechanise harvesting stora enso eucalyptus plantations southern china,positive,positive,0.8899003
company aims maintain trend profitability current year,positive,positive,0.9239067
company also said poland profitability program launched oborniki steel frame sandwich panel plant,positive,positive,0.8204397
company established g base station feet foot mount everest enable mountain climbers foot summit surf internet even send videos exploits,positive,neutral,0.8369918
company also featured ethibel pioneer investment register included innovest global list world sustainable corporations,positive,neutral,0.8578997
company goal achieve annual savings eur million usd two thirds realized,positive,positive,0.91645014
company said observed current stabilisation prices potential higher prices deliveries first quarter,positive,positive,0.8765862
company also compensated acting reserve batch plant,positive,negative,0.6861369
group also strong global position fishing categories,positive,positive,0.8914014
group cash flow operations positive,positive,neutral,0.9284674
mill long traditions holds established position markets,positive,positive,0.8664376
move aimed boosting sales cost efficiency market share finland,positive,positive,0.9225779
newspapers alma media arena partners enter cooperation agreement using alma marketplace services respective regions,neutral,positive,0.5409884
original name componenta l subsidiary finnish componenta group changed l components company seen growth q comparison q,positive,positive,0.6872484
parties also agreed options allow uh extensively implement later also functionalities human resources management,positive,neutral,0.7617336
pilot project proved rifd technology ideal purposes comments olli saarinen material handling supervisor yara,positive,neutral,0.8867392
planned facility estimated cost around million would largest biodiesel plant world use palm oil certified roundtable sustainable palm oil rspo,positive,neutral,0.828819
combined foreign investments creates interesting opportunities solteq,positive,positive,0.75823605
done logistics largest order norway diversified group said,positive,neutral,0.8953923
resulted improved sales figures sweden,positive,positive,0.9463327
choose basware tools financial service seemed like natural continuation cooperation says tommi leskinen financial applications manager neste oil corporation,neutral,neutral,0.879686
agreement geosentric provide gypsii powered hotel information reservation services visitors china including popular cities beijing shanghai,positive,neutral,0.8169901
vaisala also said expects net sales eur million compared eur million recorded,positive,positive,0.9125509
validating fgvoip client symbian signed represents significant step forward accomplishing goal,positive,positive,0.90256774
wartsila contract october plant installed manturovo kostroma region russia km northeast moscow russia,positive,neutral,0.90404594
honored recognized gartner specialist business process modeling analysis company many largest software vendors world,positive,neutral,0.51328015
position pursue novel clinical candidates going forward,positive,neutral,0.7014433
upm kymmene upgraded line underperform goldman sachs,positive,negative,0.6858889
consumers well received packed fresh meat,positive,positive,0.5747555
demand sports equipment good,positive,neutral,0.847597
last year finnair recorded percent growth asian sector carrying million passengers two continents,positive,positive,0.9222041
additional flight linking mumbai helsinki dictated strong traffic demand asia europe,positive,positive,0.89497495
lowering prices us competitors shows real estate market stabilised returned balance apartments acquiring fair price eyes clients,positive,positive,0.9466857
new structure provides better communication faster decision making cost savings proha said,positive,neutral,0.55709654
contract demonstrates ability apply minerals metals technologies adjacent industries oil shale processing,positive,neutral,0.5664171
pleased deliver basware invoice automation solution major retail company us,positive,neutral,0.6125134
tailored solutions meet solel technical requirements result cost effective manufacturing highest quality reflectors,positive,positive,0.58013105
feeling quite positive region whole,positive,positive,0.61267745
december finnish industrial machinery company wartsila oyj abp hel wrt v said yesterday order design liquefied natural gas lng powered platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl eiof,positive,positive,0.7681129
finlan listed food industry company hkscan group controlled companies baltics improved revenues eur mn eur mn eur mn year,positive,positive,0.9381664
finnish airline finnair deal uk public sector official airline flights london heathrow osaka japan well flights manchester uk helsinki finland,positive,neutral,0.9243179
finnish cargotec awarded significant order total hiab loader cranes bae systems us,positive,positive,0.9467681
finnish cargotec kalmar received significant order us department defense,positive,positive,0.9497055
finnish outotec awarded contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria,positive,positive,0.7824531
finnish p yry awarded engineering contract cfr national railway company romania,positive,positive,0.9013979
according report neomarkka kuitu finland customers interested buying company products restarts production,positive,neutral,0.90670425
result distribution companies start distribute addition current product offering shimano reels rods shimano fishing tackle products exclusive basis,positive,neutral,0.88862026
cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure,positive,positive,0.8825668
ceo erkki j rvinen happy company performance,positive,neutral,0.8981817
deliveries started network ready launch soon,positive,neutral,0.8914452
earnings per share quarter also higher year year eur versus market expectations eur,positive,positive,0.94459826
ebitda year improved eur compared eur,positive,positive,0.9383625
estonian telecoms company elisa customer numbers cross tallinn oct bns estonian telecommunications company elisa approximately new clients nine months year bringing number end september company said,positive,neutral,0.7194089
exel composites long term growth prospects remain favourable however,positive,positive,0.950538
fi developing cooperation keyword advertising microsoft,positive,neutral,0.8870614
finnish construction group lemminkainen oyj hel lem said today contract provide technical services nevsky centre shopping mall opened november st petersburg russia,positive,neutral,0.85855633
finnish mobile operator dna function subcontractor maingate responsible telecommunications connections,positive,neutral,0.9247439
finnish software developer basware oyj said november u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company,positive,neutral,0.8857748
honka subsidiaries france germany also benefit example arranging customer events conjunction world cup skiing competitions,neutral,neutral,0.87437505
however sales volumes food industry expected remain relatively good levels finland scandinavia atria said,positive,positive,0.9279938
incap lankapaja aim enter actual agreement transfer sheet metal production buyer february order complete transfer march,positive,neutral,0.87092847
mr kivimeister said john deer former timberjack stands win situation controls around estonia forest machinery market,positive,neutral,0.58548516
nokia elisa work together bring superior mobile gaming experience elisa customers,positive,positive,0.84597135
nordea sees return positive growth baltic countries,positive,positive,0.95542103
operating profit improved eur mn,positive,positive,0.9566182
operating profit improved eur mn eur mn,positive,positive,0.9503969
operating profit improved er mn eur mn,positive,positive,0.9577238
operating profit improved eur mn eur mn,positive,positive,0.9503969
outokumpu chief executive juha rantanen expressed confidence china market,positive,positive,0.8490492
previously company anticipated operating profit improve period,positive,positive,0.76899385
productional situation improved,positive,neutral,0.7181389
rautaruukki said construction group yit awarded mln eur contract supply steel structures new bridge spanning kemijoki river northern finland,positive,positive,0.9437901
sales came mln eur compared mln also beating consensus forecasts mln eur,positive,positive,0.9444813
sales vat inclusive expanded percent million euros,positive,neutral,0.7978866
strong growth continued also china,positive,positive,0.9507054
synergy benefits start materialise second quarter,positive,positive,0.9258197
teleste sentry formed integration partnership sentry advanced degree immersive camera product line teleste enterprise video management systems,positive,neutral,0.91294193
thanks multiplying effect wagon performance transport much efficient says development manager juha malkia vr cargo,positive,positive,0.7105537
buy recommendation reiterated,positive,neutral,0.89597565
aim achieve eur mn yearly savings,positive,positive,0.6028268
borrower happy roadshow paid hit ratio high,positive,neutral,0.5916287
company makes garden tools scissors consumer goods said earnings boosted mln eur income received pct shareholding finnish engineering group wartsila,positive,positive,0.9481374
company anticipates turnover whole surpass previous year eur million,positive,positive,0.9558381
company negotiated amendment financial covenants present credit agreements regard situation september,neutral,neutral,0.9192266
eps improved eur eur,positive,positive,0.93891865
expansion aims attract new customers finland abroad,positive,positive,0.85038495
federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavista cuautitlan suburban railway,positive,positive,0.92581165
financial impact estimated annual improvement eur division results fiscal year,positive,negative,0.78443015
financial impact estimated meur annual improvement division result starting fiscal year,positive,negative,0.539415
finnish group anticipates sales gain eur tax expenses,positive,positive,0.5746117
launch plant june went well producing advanced fuel couple weeks,positive,positive,0.9285026
parties agreed negotiate definitive distribution license agreements end june,positive,positive,0.7309118
rationalization operations seeks achieve eur million yearly savings second quarter current financial year,positive,positive,0.6421588
sale result gain eur million second quarter oriola kd supports finnish company strategy focus pharmaceutical wholesale retail operations,positive,neutral,0.8397421
stock new machines reasonably small new orders bring work,positive,positive,0.510754
third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan,positive,neutral,0.69018817
companies able keep market positions,positive,neutral,0.71138346
acquisition supports strategy close customers around world offering equipment related services,positive,positive,0.9041403
lays foundation sustainable business development long term,neutral,neutral,0.89196956
turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work,positive,positive,0.89806926
world biggest magazine paper maker said program improve efficiency include closing several least competitive mills would cover company operations resulting annual savings euro million us million,positive,positive,0.8734997
moderate significant changes resulted significant reduction estimated cvd risk,positive,positive,0.73835284
uponor improved performance spite decrease residential construction us,positive,positive,0.93482727
inventor issued u patent,neutral,neutral,0.90038705
israeli cable network operator hot telecom chosen teleste international technology group exclusive provider fttx equipment israel according teleste today,positive,neutral,0.8515265
incap corporation stock exchange release may incap corporation directed share issue subscribed full board incap corporation approved subscriptions directed share issue,neutral,neutral,0.94990575
amer sports divests industrial site rumilly france announcement distributed thomson reuters behalf thomson reuters clients,neutral,neutral,0.9363543
simultaneously responsibility area extended legal affairs cover also mergers acquisitions,neutral,neutral,0.9525716
board directors proposed extraordinary general meeting authorise board decide issuance maximum mn new shares one share issues,neutral,neutral,0.9459025
bg crane strong partner hiab australia many years,neutral,neutral,0.73705417
plants ground continue grow success garden lies well maintained,neutral,neutral,0.5902935
purchase sites worth million thames gateway provide homes,neutral,neutral,0.8956526
poyry contract includes engineering management civil detail engineering services time scheduling procurement services,neutral,neutral,0.9320148
group brand portfolio includes leading brand industry rapala global brands like vmc storm blue fox luhr jensen williamson marttiini sufix,neutral,neutral,0.85902995
finger friendly opinion really fast,neutral,neutral,0.7765835
thanks nokia lulu proud published novel found,neutral,neutral,0.7249433
summer collection joyfully fresh like vitamin injection said h head design margareta van den bosch,neutral,positive,0.5436496
maximum employees work karttakeskus responsible producing geographic information services affected company added,neutral,neutral,0.92635655
marubeni marubeni corporation tse adr maruy established core company marubeni group one japan leading general trading houses,positive,neutral,0.9397039
midnighttrader midnighttrader premier source extended hours us equity trading analysis news forecasting retail institutional investment community,neutral,neutral,0.9360372
juha pekka weckstr appointed president telecom group teliasonera finland succeed esa rautalinko,neutral,neutral,0.8932056
according pietinalho doctors motivate patients smoke every time visit doctors,neutral,neutral,0.8651802
according original merger plan scanfil would get stake combined business,neutral,neutral,0.9340376
according ultrascan software acquired crackers managed change mobile phone way phone able get hold one time password sent bank via text message,neutral,neutral,0.94314903
additionally retailers use hardware across tasks stores throughout warehouse providing substantial savings support infrastructure costs,neutral,positive,0.8003751
addus services include personal care assistance activities daily living skilled nursing rehabilitative therapies adult day care,neutral,neutral,0.9402261
aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retail wholesale aldata business dedicated retail wholesale business improvement,neutral,neutral,0.9459087
alfa group voting stock new company telenor free float,neutral,neutral,0.9436773
welcome,neutral,neutral,0.9117493
altogether subjects mildly elevated cholesterol levels participated four month long intervention,neutral,positive,0.7749253
additional amount capped eur payable cash upon achievement certain financial performance targets,neutral,neutral,0.8941564
arto ryymin born replace juhani kaisanlahti worked acting evp healthcare welfare since august,neutral,neutral,0.89582723
capman haavisto responsible group finances accounting,neutral,neutral,0.9492459
implementing software finnish army aims unify improve operations application areas qpr software stated,positive,neutral,0.9043053
cablevision systems corp cvc madison square garden division owns operates new york knickerbockers basketball team also madison square garden arena new york rangers hockey team new york liberty women basketball team hartford wolf pack hockey team,neutral,neutral,0.9313003
capman six investment areas capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team funds,neutral,neutral,0.9437511
capman plc press release march jukka ruuska president omx nordic exchanges stockholm stock exchange transfer capman effective later september,neutral,neutral,0.9391106
cents profile contains business operations company history major products services prospects key competitors structure key employees locations subsidiaries,neutral,neutral,0.94066036
conference call participate via conference call please dial minutes beginning event europe usa,neutral,neutral,0.9508315
construction scheduled start april june completed early,neutral,neutral,0.91454816
financialwire tm fully independent proprietary news wire service,neutral,neutral,0.94808686
finnish civil aviation administration decided temporarily reopen finnish capital helsinki airport since p p monday local time,neutral,neutral,0.8768085
fiskars world scissors brand tm recently learning magazine teachers choice award classroom,positive,neutral,0.50985503
founded strand associates provides civil environmental transportation electrical mechanical engineering services employees offices wisconsin alabama illinois indiana kentucky ohio,neutral,neutral,0.93032795
halonen office acknowledged receiving letter declined comment,neutral,neutral,0.9111686
believes soy oats good chance entering uk market,positive,positive,0.76184034
believe however hkscan atria start use imported meat finnish consumers prefer domestic products,neutral,neutral,0.91275537
headquartered city company nearly years old focuses science based innovation technology environmental measurement,neutral,neutral,0.86411786
however march government st petersburg passed front part building area square metres land plot hotel worth usd mn company delta,neutral,neutral,0.6206415
lee man combined annual production capacity close million tonnes paper tonnes pulp,neutral,neutral,0.8801747
method smelt spouts separated working area shielding wall arranged movable relation smelt spouts,neutral,neutral,0.93820876
investments span across various product investment types including retail hospitality office residential interests real estate portfolios non performing loans corporate restructurings,neutral,neutral,0.95006496
also recovers valuable raw material kemira water chemical production,neutral,neutral,0.87644696
necessary strengthen company operations however,neutral,positive,0.9374489
use proceeds transaction achieve target,neutral,neutral,0.9160853
kai tulonen chief technology officer sysopen digia says using corporate phonebook inside sysopen digia extensively since last fall satisfied results,positive,neutral,0.8505143
last year lemminkainen completed kouvola k supermarket contract,positive,neutral,0.87676513
le lay succeeds walter g nter based finland,neutral,neutral,0.9343428
lemminkainen infra oy subsidiary lemminkainen sverige ab perform construction work expected start early completed summer,neutral,neutral,0.88439864
los angeles based pacific office properties trust acquires owns operates office properties western u focusing initially markets honolulu san diego los angeles phoenix,neutral,neutral,0.92062795
master mayawas jointly developed nokia siemens networks ufa fremantlemedia actively advertised maxis end may,neutral,neutral,0.939223
medical devices russia brand new market analysis gives clear overview actual situation future outlook medical device market russia,neutral,neutral,0.9013029
metrics qpr scorecard support date text milestone based values improve support managing projects around performance process related content,positive,neutral,0.9229383
mformation provides enhanced management applications enabling configuration control throughout lifecycle,neutral,positive,0.5455296
mr jorma valkama managing director suomen paikallissanomat oy states rannikkoseutu complements outstanding way current product range company,neutral,neutral,0.6097875
mr mikko saavalainen head comptel global sales concludes gibtelecom provides perfect illustration variety business technical regulatory challenges operators facing oss today,neutral,neutral,0.6307957
neste oil said results biomass liquids demonstration plant commissioned june promising decision commercial plant taken,neutral,positive,0.6182748
nokia continue invest future development qt digia responsible commercial licensing services business,neutral,neutral,0.9326904
nonwovens specialty papers made ahlstrom used large variety everyday products e g filters wipes flooring labels tapes,neutral,neutral,0.93997264
nokia announced launch bicycle charger kit compatible nokia phones mm charging interface,neutral,neutral,0.7447605
basis competitive bidding ooo kitai stroi russian subsidiary china state construction engineering corporation construction company owned china state selected main constructor,neutral,neutral,0.88544935
time nokia india largest mnc sought topic could spark million approaches creativity emerging markets,neutral,positive,0.69121444
carriers handset makers spin positive event raise interest higher end phones pricier data plans,positive,positive,0.44892505
potential clients include public administration organizations investing utility networks services,neutral,neutral,0.9319336
solutions fully arabized message want become partner choice businesses near east region,neutral,neutral,0.7118881
