Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
company initially estimated would cut jobs,negative,negative,0.9571236,86.141124
group sales period eur million eur million result taxes loss eur million,negative,negative,0.956935,86.12415
however increases signaling traffic wastes network resources allows fewer smartphones connect,negative,negative,0.9568538,86.116842
october finnish environmental management company lassila tikanoja oyj hel lat v l said today net profit declined eur first nine months eur period year earlier,negative,negative,0.9568255,86.114295
salcomp oyj finnish maker mobile phone chargers monday posted eur million loss second quarter compared million profit period previous year,negative,negative,0.95659727,86.0937543
pretax loss totaled eur mn compared loss eur mn corresponding period,negative,negative,0.9565343,86.088087
total restructuring costs expected eur mn eur mn booked december,neutral,negative,0.95649296,86.08436640000001
continuing operations turned operating loss eur mn slight improvement loss eur mn year earlier,positive,negative,0.95648295,86.08346550000002
prices delivery volumes broadband products decreased significantly,negative,negative,0.9560501,86.044509
vaisala net profit third quarter dropped mln euro mln mln euro mln period,negative,negative,0.95563763,86.0073867
november finnish office furniture maker martela oyj hel maras said today make redundant three people nine laid permanently company office staff factory workers,negative,negative,0.9555776,86.00198400000001
result negotiations company terminate total employment contracts,negative,negative,0.954963,85.94667
elisa expand use technology provided pilot proves successful,neutral,positive,0.8593901,85.93901000000001
comptel slipped net loss eur profit eur previous year,negative,negative,0.95484245,85.9358205
third quarter fiscal efore swung net loss eur versus net profit eur corresponding period fiscal,negative,negative,0.954623,85.91607
outotec said new orders worth mln eur quarter compared mln eur year earlier,positive,positive,0.8589682,85.89681999999999
metso estimates need personnel reductions amount people,negative,negative,0.9537892,85.841028
many commercial vessels got stuck narrow bay bothnia ice thicker around aaland islands,negative,negative,0.95364827,85.8283443
top us commerce department published worse expected construction spending figures november,negative,negative,0.95348334,85.8135006
therefore seems finnish shipping company viking line get subsidy needs order new lng fuelled vessel,positive,positive,0.85801065,85.801065
finnish power supply solutions systems provider efore oyj said net loss widened mln euro mln first quarter fiscal ending october euro mln period fiscal,negative,negative,0.9532651,85.793859
operating margin came,negative,positive,0.85786194,85.78619400000001
finnish glass technology company glaston oyj abp net profit decreased mln euro mln first nine months mln euro mln period,negative,negative,0.95308715,85.7778435
nokia share price fell less one percent euros helsinki siemens shares fell percent euros frankfurt,negative,negative,0.95305735,85.77516150000001
srv lowered net sales estimate whole due uncertainties housing sales,negative,negative,0.95294696,85.7652264
number permanent reductions clerical workers employees finland,negative,negative,0.95276004,85.7484036
union filed grievance company overtime assignment policies,negative,negative,0.95256585,85.73092650000001
apart nordea also ergo competing position among top three pension funds providers estonia,neutral,positive,0.8573058,85.73058
combining existing solutions single platform comptel said reduced cost deployment,positive,positive,0.8570771,85.70771
finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur million usd first nine months eur million period year ago,positive,negative,0.9522139,85.699251
finnish investment group norvestia oyj said net profit fell mln euro mln mln euro mln,negative,negative,0.95213073,85.6917657
finnish kemira net sales eur decreased eur mn january june eur mn january june,negative,negative,0.95194286,85.6748574
cruising revs fall less engine output required,neutral,negative,0.9518625,85.66762499999999
march goldman sachs estimates negative prospects norwegian mobile operations norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,negative,negative,0.9518615,85.667535
netcom expects complete turbo g deployment areas year,neutral,positive,0.856417,85.6417
addition production personnel sport division given temporary lay warning,negative,negative,0.9514909,85.63418100000001
international electronic industry company elcoteq laid tens employees tallinn facility contrary earlier layoffs company contracted ranks office workers daily postimees reported,negative,negative,0.9514532,85.630788
mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling time market,neutral,positive,0.8562176,85.62176000000001
acando ab acanb ss fell percent kronor lowest close since dec,negative,negative,0.9513207,85.618863
result also burdened increased fixed costs associated operations china restructuring costs japan,negative,negative,0.9511026,85.599234
insurance division turned eur profit,neutral,negative,0.95103574,85.5932166
budapest august mti finnish electronics maker elcoteq lay workers plants pecs hungary end september falling orders communications director elcoteq local unit zoltan krippl told mti monday,negative,negative,0.9510244,85.592196
certain shareholders irrevocably agreed vote favor bond issue,positive,positive,0.8558918,85.58918
competition received great enthusiasm employees goes,positive,positive,0.85584027,85.58402699999999
november finnish government decreased ownership company percent percent,neutral,negative,0.9509039,85.58135100000001
talentum net sales september smaller expected,negative,negative,0.95055866,85.55027940000001
finland based stockmann group closed seven franchising sports stores nike russia,negative,negative,0.950548,85.54932
nokia pct eur kicking morning negative territory,positive,negative,0.9505047,85.545423
rising costs forced packaging producer huhtamaki axe jobs hampshire manufacturing plant,negative,negative,0.95032185,85.52896650000001
decision means temporary lay offs fixed duration company nastola jyvaskyla units southern central finland respectively,negative,negative,0.9502529,85.522761
last year upm cut production closed mills finland slashed jobs,negative,negative,0.9502199,85.519791
according company lay offs temporary,neutral,negative,0.9501616,85.514544
finland snow storms brought trees power lines cutting electricity households,negative,negative,0.94989604,85.4906436
real estate company posted net loss x million x per share compared net profit x million x per share corresponding quarter,negative,negative,0.9497213,85.474917
finnish pharmaceuticals company orion reports profit taxes eur mn third quarter eur mn corresponding period,positive,negative,0.9496494,85.468446
beijing xfn asia hong kong listed standard chartered bank said signed china mobile phone dealer financing agreement nokia making first foreign bank offer financing country small medium enterprise lr,positive,positive,0.8544411,85.44411
total jobs reduced raahe steel works,negative,negative,0.9491931,85.427379
example net sales increased first quarter ebitda increased negative eur mn first quarter,positive,positive,0.85408294,85.408294
high court finland fined seven local asphalt companies lion million operating cartel,negative,negative,0.94831073,85.3479657
fourth quarter atria net loss shrank eur million eur million net sales contracted eur million eur million,positive,negative,0.9474202,85.267818
omx helsinki ended pct lower omx helsinki pct bln eur turnover,negative,negative,0.9473342,85.26007800000001
cramo slipped pretax loss eur million pretax profit eur million,negative,negative,0.94728965,85.2560685
u energy executives say high steel prices threatening energy exploration,negative,negative,0.94715524,85.2439716
contrast company net loss third quarter contracted eur million eur million corresponding period year ago,positive,negative,0.9470816,85.23734400000001
layoffs finland,negative,negative,0.9469558,85.226022
company says difficult estimate market situation whole year,neutral,negative,0.9466659,85.19993099999999
cet arcelormittal lost eur euronext paris coming lead blue chip fallers,negative,negative,0.9466003,85.19402699999999
finnish metso paper awarded contract rebuild sabah forest industries sfi pulp mill sabah malaysia,positive,positive,0.8519178,85.19178
company feels leases prime locations due several producing formations immediate area,positive,positive,0.85161775,85.16177499999999
finland city forssa said pay compensation food industry companies hk ruokatalo atria lye leak tap water occurred march,negative,negative,0.9462096,85.158864
according saarioinen managing director ilkka kel food industry sector significant excess production machinery,neutral,negative,0.9460241,85.142169
viking line also forced alter timetable ferries traveling stockholm helsinki finland depart night,neutral,negative,0.94602245,85.14202049999999
loss third quarter eur mn smaller loss second quarter,positive,negative,0.94597584,85.1378256
october upm reported third quarter net loss euro million million compared net profit euro million,negative,negative,0.9455608,85.10047200000001
company said estimates make slight profit thanks cost cutting measures,positive,positive,0.8509862,85.09862
high winds also toppled three semi trailers north barstow,neutral,negative,0.94528955,85.0760595
several large stocks tacked lower however,negative,negative,0.94522613,85.0703517
july finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur second quarter net loss eur corresponding period last year,positive,negative,0.94521755,85.0695795
therefore company result remain weaker,negative,negative,0.9450485,85.054365
agreement continue good cooperationand time release capital tied ourmachinery operation,positive,positive,0.8505388,85.05388
group result taxes loss eur million,neutral,negative,0.945003,85.05027000000001
metso foundries jyvaskyla inc begin personnel negotiations temporary lay offs personnel reductions jyvaskyla finland,negative,negative,0.9450023,85.050207
expansion aims attract new customers finland abroad,positive,positive,0.85038495,85.038495
production liquidated june employees loose jobs,negative,negative,0.9447683,85.02914700000001
helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply disappointing second quarter reports,negative,negative,0.94470817,85.0237353
company reports loss period eur mn compared loss eur mn corresponding period,positive,negative,0.94453615,85.00825350000001
market share decreased route helsinki finland tallinn estonia percentage points,negative,negative,0.9445233,85.007097
pretax loss totalled eur mn compared loss eur mn corresponding period,negative,negative,0.9443549,84.991941
current lay offs additional temporary lay offs agreed december may,negative,negative,0.94418067,84.9762603
nokia siemens networks struggled make profit past two years,negative,negative,0.9440747,84.96672300000002
kone said court papers union action delayed repairs elevators federal courthouse jan saltonstall state office building jan,negative,negative,0.9436894,84.932046
myllykoski one paper plant finland one us three germany revenues eur first half operating loss eur reuters said,negative,negative,0.94359654,84.9236886
analyzed kaupthing bank sweden found business fits well alandsbanken said alandsbanken chief executive peter wiklof statement,positive,positive,0.84921217,84.921217
finnish media group talentum issued profit warning,negative,negative,0.94339067,84.9051603
outokumpu chief executive juha rantanen expressed confidence china market,positive,positive,0.8490492,84.90491999999999
merrill lynch analyst campbell morgan upgraded recommendation paperlinx neutral buy may,positive,positive,0.84895694,84.895694
sales finland decreased international sales decreased terms euros terms local currencies,negative,negative,0.94321424,84.8892816
october finnish environmental management company lassila tikanoja oyj hel lat v l said monday expects operating profit excluding non recurring items whole slightly lower,negative,negative,0.9428079,84.852711
marimekko today november signed license agreement swedish chain whereby marimekko license popular patterns h,positive,positive,0.848429,84.8429
teliasonera said million invested next year region bring mobile coverage nepal population,positive,positive,0.84841627,84.841627
value deal exceeds eur company said,neutral,positive,0.8480982,84.80982
superior customer centricity expertise digital services set us apart competitors,positive,positive,0.8477874,84.77874
result people made redundant total persons laid temporarily,negative,negative,0.9418945,84.770505
finland op pohjola staff union boycotting group insurance sales tasks company refused take sale insurance account determining wages,negative,negative,0.9416465,84.748185
also upset machinery work taken poland,negative,negative,0.94161457,84.7453113
operating profit totalled eur mn loss eur mn second quarter,positive,negative,0.9414293,84.728637
part transaction real sappi also signed long term agreement supply pulp bctmp smaller services supplies,positive,positive,0.8472089,84.72089
beef imports fell slightly mn kilos,neutral,negative,0.9413179,84.71861100000001
vanhanen said strike would extremely damaging participants reporters begin arrive finland one day eu summit russian president vladimir putin lahti kilometers miles north helsinki,negative,negative,0.9412879,84.715911
company said fall turnover planned,negative,negative,0.94117993,84.7061937
result company temporarily lay whole personnel approximately persons kirkkonummi nivala factories,negative,negative,0.94026786,84.62410739999999
motorola world second largest maker cell phones unveiled new phone tuesday bid resurrect ailing handset business,neutral,positive,0.846205,84.62049999999999
nokia elisa work together bring superior mobile gaming experience elisa customers,positive,positive,0.84597135,84.597135
moment valio worried ban continues long may become quite problem,negative,negative,0.9399003,84.59102700000001
duration lay offs per employee vary one six weeks,neutral,negative,0.93956447,84.5608023
overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz said tuesday,positive,positive,0.8455668,84.55668
sale result capital loss eur solidium obtained tikkurila shares march,negative,negative,0.93933517,84.5401653
ferries run trouble outside stockholm archipelago made islands,negative,negative,0.9388903,84.500127
swedbank shares hardest hit swedish banks ongoing international financial crisis,negative,negative,0.9386095,84.474855
adpnews jul finland based steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur million usd first half net profit eur,negative,negative,0.9380938,84.428442
transaction herttaassa holding alma media fallen flagging limit,neutral,negative,0.93804014,84.42361260000001
administrators indicated need job cuts irish insurer next months,negative,negative,0.93744904,84.37041359999999
finland media group talentum start personnel negotiations cut staff parent company talentum publishing unit talentum media,negative,negative,0.9373803,84.364227
consequence merger number administration personnel factories reduced six,neutral,negative,0.9369672,84.327048
due market conditions company also temporarily lay people different sites,negative,negative,0.9369067,84.321603
altogether finnair canceled flights strike,negative,negative,0.9368936,84.320424
planning expand product portfolio harbor segment chief executive pekka lundmark told financial times deutschland,positive,positive,0.8431874,84.31874
comparable net sales expected increase line group target,positive,positive,0.8429951,84.29951
finnish electronics manufacturing services ems company elcoteq se posted net loss mln euro mln first half compared net profit mln euro mln period,negative,negative,0.93662226,84.2960034
addition production varpaisj rvi factory stopped beginning april,negative,negative,0.93612117,84.2509053
according company staff laid temporarily necessary,negative,negative,0.9359768,84.23791200000001
asian traffic declined per cent,negative,negative,0.935818,84.22362000000001
january ephc board directors approved increase quarterly dividend per share,positive,positive,0.8419189,84.19189
aspo group structure business operations developed persistently without predefined schedules,neutral,positive,0.8418372,84.18372
tomtom given assurances continue sell maps competitors wins eu approval,positive,positive,0.8416658,84.16658
diluted earnings per share eps declined eur eur,negative,negative,0.9349129,84.142161
first time finnair awarded agreement uk government,positive,positive,0.8413537,84.13537
finnish retail software developer aldata solution oyj reported net loss mln euro mln versus net profit mln euro mln,negative,negative,0.93418086,84.0762774
first nine months company net loss narrowed eur eur corresponding period,positive,negative,0.9340707,84.066363
finnish silicon wafer technology company okmetic oyj omx helsinki okm v reported thursday october operating profit eur january september eur corresponding period,positive,negative,0.93403023,84.0627207
operating result excluding one items totaled eur mn compared eur mn continuing operations excluding one items,negative,negative,0.93350565,84.0155085
based first quarter result existing order backlog new order prospects company expects full year sales contract gross margin stay healthy level operating profit margin lower due lower sales volume,negative,negative,0.93349797,84.0148173
production capacity increase tonnes per year raw material continue recycled paper board,positive,positive,0.83987606,83.987606
talvivaara also maintains assumption turning cash flow positive year end,positive,positive,0.83981013,83.981013
august finnish measuring equipment maker vaisala oyj hel vaias said today net loss widened eur first half eur corresponding period year earlier,negative,negative,0.93311834,83.9806506
operating profit totalled eur mn loss eur mn fourth quarter,positive,negative,0.93288696,83.9598264
rinkuskiai raised sales percent million liters sales kauno alus grew percent liters,positive,positive,0.83909065,83.909065
operating result showed loss eur mn year showed profit eur mn,negative,negative,0.9317189,83.85470099999999
among finnish shares traded us stora enso closed pct lower eur upm kymmene pct eur metso pct eur,neutral,negative,0.9314471,83.83023899999999
adpnews dec finnish cutlery hand tools maker fiskars oyj abp hel fisas said today make redundant total office management staff members subsidiary iittala group ltd,negative,negative,0.93102986,83.7926874
january finnish flag carrier finnair oyj hel fia said today sealed nine year sale leaseback agreement newest airbus aircraft syndication japanese operating lease market,positive,positive,0.8379267,83.79267
sale savcor face cencorp result profit loss yet determined owing factors including valuation consideration shares received prevailing exchange rates,neutral,negative,0.9308368,83.775312
finnish vaahto group provides paper making technology process machinery starting negotiations concerning temporary lay offs employees company plants hollola tampere finland,negative,negative,0.930705,83.76345
finnish metal products company componenta oyj hel cth v said today net loss narrowed eur usd last quarter eur million period year earlier,positive,negative,0.93045175,83.7406575
markets expecting poor performance company stock percent x ac us early afternoon trading helsinki,positive,negative,0.92969453,83.6725077
making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation,negative,negative,0.9293558,83.642022
lay offs implemented using part time employment contracts,neutral,negative,0.9288527,83.59674299999999
due rapid expansion market share tallink terms passenger carriage tallinna sadam port tallinn totaled percent november percent november,positive,positive,0.83577836,83.577836
upgrade intended raise network capacity mhz mhz several cities enabling bi directional services digital television well broadband data,positive,positive,0.83551466,83.55146599999999
quarterly diluted eps continuing operations came eur compared last year eur,positive,negative,0.9280499,83.524491
according latvian business register uponor latvia closed red lvl eur usd turnover lvl mn,negative,negative,0.9279702,83.51731799999999
dollar fell though pound yen,negative,negative,0.9277454,83.49708600000001
patronage refunds reward members use fee based services make positive contribution cencorp operating results said bill walby cencorp ceo,neutral,positive,0.8347198,83.47198
finnish consulting engineering group poyry plc omx helsinki poy said wednesday october awarded contract tanqia dibba fzc owner engineer wastewater system dibba emirate fujairah uae,positive,positive,0.8343864,83.43863999999999
january june diluted loss per share stood eur versus eur first half,negative,negative,0.927079,83.43711
acquisitions made businesses well integrated,positive,positive,0.83434767,83.434767
announcement pushed freenet shares eur frankfurt trade eur investors gave hope united internet ag drillisch would pursue takeover breakup freenet,negative,positive,0.83406466,83.406466
small firms suffering moment likely money trouble added,negative,negative,0.92642105,83.3778945
number salaried employees group administration employees dismissed sievi units,negative,negative,0.9263451,83.371059
last job losses related reductions take place,neutral,negative,0.9255188,83.296692
adp news dec finnish construction engineering company outotec oyj omx ote v said today eur million usd order expand phosphate concentrator siilinjarvi norwegian minera,positive,positive,0.8325909,83.25909
expects revenue billion billion compared analyst estimates billion,neutral,positive,0.8325878,83.25878
number bodily injury cases quadrupled,negative,negative,0.92468864,83.2219776
poyry recognized one world leading advisors global forestry industry,positive,positive,0.8318178,83.18178
rinkuskiai beer sales fell per cent million litres kauno alus beer sales jumped per cent million litres,neutral,negative,0.9242252,83.180268
addition employees laid notice whole workforce laid short periods needed,negative,negative,0.92382306,83.1440754
yakima created position emerging economic downturns,neutral,negative,0.92339504,83.1055536
antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time,negative,negative,0.92311275,83.0801475
recent months capman taken significant steps simplify operations ceo lennart simonsen said,positive,positive,0.83036417,83.036417
company also shut one paper machine finland one austria well two label paper machines finland months helsinki based upm said yesterday,neutral,negative,0.92255753,83.0301777
grapevine city officials september approved million tax rebates grants expansion,positive,positive,0.83013815,83.01381500000001
group ebit first half eur us falling short eur posted period,negative,negative,0.9223464,83.01117599999999
company reported profit euro mln sale varesvuo partners sub group loss euro caused sale program production subsidiary oy filmiteollisuus fine ab,neutral,negative,0.9221659,82.99493100000001
new substations support edge technology enables faster data traffic,neutral,positive,0.82967645,82.967645
company admits months relatively short time operating russia,neutral,negative,0.9217341,82.956069
taking marimekko distinctly significant scale,neutral,positive,0.8295194,82.95194000000001
layoffs also take place suomussalmi kuhmo plants autumn result codetermination negotiations held,negative,negative,0.9216626,82.949634
finnish textiles clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln,negative,positive,0.82948154,82.948154
hybrid bond january finnish consultancy trainers house oyj hel trh v said last friday resolved issue eur hybrid bond domestic investors bid strengthen capital structure,neutral,positive,0.8293918,82.93918000000001
stora chief executive jouko karvinen described russian tariff hikes threat future forest products industry finland,negative,positive,0.82920325,82.92032499999999
personnel reductions primarily affect working parent company diagnostics business production logistics liquid handling business,negative,negative,0.92117923,82.9061307
product front edge folding maximizes weather resilience enables seamless roof finish,neutral,positive,0.8289874,82.89874
however orders received period review fell quarter quarter eur million recorded second quarter,negative,negative,0.9209688,82.88719200000001
operating profit month period decreased eur net sales increased eur compared,negative,negative,0.92060065,82.85405850000001
operating profit month period decreased eur net sales increased eur compared,negative,negative,0.92060065,82.85405850000001
operating profit month period decreased eur net sales increased eur compared,neutral,negative,0.92060065,82.85405850000001
sponda record profit sale mln euro mln,positive,positive,0.8282372,82.82372
honored acknowledged commitment industry especially asia pacific,positive,positive,0.8282204,82.82204
aspocomp large factory china factory building project india halted due financing problems,negative,negative,0.920161,82.81449
operating profit non recurring items eur mn first nine months compared eur corresponding period,negative,negative,0.92012393,82.8111537
previously company expected financial performance remain level,neutral,negative,0.92002153,82.8019377
neste shipping likely remain finnish oil sector transports significant emergency supply,neutral,negative,0.9189906,82.709154
last quarter componenta net sales doubled eur eur period year earlier moved zero pre tax profit pre tax loss eur,positive,positive,0.82648736,82.648736
finnish sports equipment maker amer sports oyj hel ameas said today net loss narrowed eur million usd second quarter eur million corresponding period year earlier,positive,negative,0.91784894,82.60640459999999
second quarter company net profit eur compared net loss eur april june,positive,negative,0.91767985,82.5911865
january finnish consultancy trainers house oyj hel trh v said last friday resolved issue eur hybrid bond domestic investors bid strengthen capital structure,positive,positive,0.8256519,82.56519
finnish real kyro mill starting negotiations cut staff,negative,negative,0.9168823,82.519407
basware ceo ilkka sihvo comments conjunction interim report whole basware succeeded well second quarter,positive,positive,0.82514936,82.514936
first nine months company net loss narrowed eur eur million corresponding period,positive,negative,0.91611755,82.4505795
recent troubles simply make neteller cheaper,negative,negative,0.9154839,82.393551
czech republic profiling unit ostrava closed machinery relocated ruukki bigger plants hungary poland romania end first quarter,neutral,negative,0.91494995,82.3454955
stora enso oyj largest papermaker october said would close four mills,negative,negative,0.91468936,82.3220424
finnish communication electronics components supplier scanfil oyj tuesday said sales first half lower period year ago,negative,negative,0.9137483,82.237347
adpnews feb finnish real estate investor sponda oyj hel sda v said today slipped net loss eur million usd profit eur million,negative,negative,0.91366464,82.2298176
separately yit corporation austrian firm e ag last week signed agreement sale e building system service business germany austria poland czech republic hungary romania eur mln,positive,positive,0.82194,82.194
finnish food workers union sel plans hasten collective bargaining two day strike would begin april finland,negative,negative,0.913023,82.17207
situation coated magazine printing paper continue weak,negative,negative,0.91268694,82.1418246
finnish forest industry group stora enso oyj issued thursday march profit warning first quarter,negative,negative,0.9124477,82.120293
january november group sales totalled eur mn drop period,negative,negative,0.9122962,82.106658
company also said poland profitability program launched oborniki steel frame sandwich panel plant,positive,positive,0.8204397,82.04397
viking pay eur million new ship completed january,neutral,positive,0.820301,82.03009999999999
sales local currencies decreased percent number subscribers rose million total million end fourth quarter company said,neutral,negative,0.9107256,81.965304
body credit falls due february,neutral,negative,0.91025394,81.92285460000001
extremely delighted project continuation cooperation viking line,positive,positive,0.8190347,81.90347
change optimize operational efficiencies growing business said julia prohaska director marketing communications fiskars,positive,positive,0.818878,81.8878
tornio works employs scope fixed period part time temporary layoffs april october period,negative,negative,0.90971535,81.8743815
operator one operators granted wimax license taiwan hopes first launch commercial services early,neutral,positive,0.8185911,81.85911
technopolis st petersburg government signed cooperation memorandum october set techno park neudorf production zone village strelny st petersburg suburbs,positive,positive,0.81825215,81.825215
first nine months talvivaara net loss narrowed eur million eur million period,positive,negative,0.9089976,81.809784
strong company brands esl shipping leipurin telko kaukomarkkinat aim market leaders sectors,positive,positive,0.8176276,81.76276
narrows eur mo october finnish software hardware developer elektrobit oyj hel ebg v eb said today net loss narrowed eur first nine months eur period year ago,positive,negative,0.90794843,81.71535870000001
finnish plumbing heating systems supplier uponor announced company wide cost reduction program august,neutral,positive,0.8170125,81.70125
result negotiations company decided make people redundant financial production grounds,negative,negative,0.907536,81.67824
amer bought salomon adidas october said job cuts aimed boosting competitiveness,neutral,positive,0.8167272,81.67272
chief executive officer olli pekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry,negative,negative,0.9069196,81.622764
according finnish insurance companies tapiola local insurance group l hivakuutus pohjola two fierce storms end july beginning august felled trees around finland speeded sales forest insurance,positive,negative,0.9065541,81.58986900000001
banking sampo unchanged eur nordea rose pct eur,positive,positive,0.8157627,81.57627
shipyard hopes regional government andalusia offer form financial support,neutral,positive,0.8153805,81.53805
company turned earnings per share eps eur versus loss per share eur,positive,positive,0.81535685,81.535685
mr lee said hoped neste move pave way collaboration projects two countries,positive,positive,0.8152037,81.52037
low capacity utilisation rate steel production considerably increases fixed costs per unit steel produced,negative,negative,0.90546256,81.4916304
changes market situation tougher price competition substantially reduced demand bread packaging manufactured kauhava plant according company,negative,negative,0.90508026,81.4572234
raute corporation received orders worth eur million ooo ilim bratsk dok russia,positive,positive,0.81429034,81.429034
eps dropped eur eur,negative,negative,0.90423226,81.38090340000001
baltic countries sales fell russia terms euros terms local currency,negative,negative,0.90386575,81.3479175
exports accounted net sales representing time record company,positive,positive,0.81326556,81.32655600000001
agreement provide switch double converter capacity whilst opening manufacturing locations china,positive,positive,0.81231344,81.231344
adpnews sep finnish silicon wafers maker okmetic oyj hel okm v said reduce number clerical workers worldwide result personnel negotiations completed today,negative,negative,0.9024483,81.220347
number collection errors fell considerably operations speeded,positive,negative,0.90232736,81.20946239999999
nokia controls percent phone sales india africa strong prosition emerging markets,positive,positive,0.81016564,81.016564
bank also expects additional costs related dash q jets group shelved october,neutral,negative,0.8998794,80.989146
company expects net sales increase,positive,positive,0.80959225,80.959225
leipurin growing rapidly internationalizing group,positive,positive,0.8092895,80.92895
australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil,positive,positive,0.8092799,80.92799000000001
glaston also efficiency measures units,neutral,positive,0.80875725,80.875725
workers l affected close,negative,negative,0.89849305,80.8643745
according finnish scanfil founder chairman board jorma j takanen company look growth abroad,neutral,positive,0.8084338,80.84338
challenge company however finding new sources raw material said risto rinne ceo neste oil,neutral,positive,0.8083761,80.83761
efore presence also opens new interesting development opportunities students dean faculty electronics communications automation tkk said,positive,positive,0.8082979,80.82979
company scheduled traffic measured revenue passenger kilometres rpk grew nearly passengers carried scheduled flights february,positive,positive,0.8081916,80.81916
elisa ceo sami seppanen said emt slogan best coverage across estonia clearly gives misleading information consumers,negative,negative,0.89784557,80.8061013
finnish sampo bank danish danske bank group reports profit taxes eur mn eur mn,positive,negative,0.8976064,80.784576
eps outlook increased pct pct,positive,positive,0.8078348,80.78348
following impact altima hit utility pole causing live electric line fall onto roadway,neutral,negative,0.896973,80.72757
finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln first nine months versus net loss euro period,positive,positive,0.8071252,80.71252
last year sysopen digia invested ibm product know building portal trading place systems successfully implemented customer solutions supported,positive,positive,0.80698776,80.69877600000001
okmetic products based high tech expertise generates added value customers innovative product development extremely efficient production process,positive,positive,0.8067631,80.67631
also said third quarter diluted eps came eur compared eur quarter year ago,positive,negative,0.8962031,80.658279
tallink silja attributes significant drop problems booking system taken operation october sale trailer ferry sky wind route stockholm riga passengers helsinki stockholm route,negative,negative,0.89610237,80.6492133
teliasonera underlying results however included mln skr positive one offs hence adjusted underlying ebitda actually amounts bln skr clearly expectations analysts said,negative,positive,0.80600584,80.600584
aldata noted voice supply chain technology approach enables vdw integrate warehouse management systems,neutral,positive,0.8059732,80.59732
dnb nord norway likely nordic buyer citadele nordea would good strategic fit according document published pietiek,neutral,positive,0.8059709,80.59709000000001
growth expected continue,positive,positive,0.8050593,80.50593
return capital employed roce negative compared,negative,negative,0.89423096,80.4807864
members partners use mostly apparent increased efficiency results service observes perttu puro tradeka,positive,positive,0.80438596,80.43859599999999
additionally company terminate maximum nine salaried senior salaried employees employment contracts,negative,negative,0.89372134,80.4349206
also cut price projections paper packaging analyst goldman sachs said note monday,negative,negative,0.8936067,80.42460299999999
earlier month company signed deal india based information technology services giant wipro technologies transfer sell radio access related r activities berlin,positive,positive,0.8040772,80.40772000000001
small investors voiced fears shares end risk investors,negative,negative,0.8922724,80.304516
currency effect pct mln euro mln negative impact revenue,negative,negative,0.89223284,80.3009556
largest restructuring planned italy negotiations job cuts initiated today company noted,negative,negative,0.8921999,80.297991
company enhance gprs capability existing idea telecom service areas add service areas network,positive,positive,0.8009819,80.09819
czech republic smaller profiling unit ostrava closed machinery gradually relocated ruukki bigger plants hungary poland romania end first quarter,neutral,negative,0.8896685,80.070165
additionally retailers use hardware across tasks stores throughout warehouse providing substantial savings support infrastructure costs,neutral,positive,0.8003751,80.03751
finnish kemira group ceo lasse kurkilahti says group structural reorganisation continue least year,neutral,negative,0.8890874,80.017866
cooper sh uk distributor lift equipment manufacturer konecranes five year deal involves low maintenance fuel saving technologies,positive,positive,0.79963195,79.963195
according company addition normal seasonal fluctuation market situation weakened autumn,negative,negative,0.8884712,79.96240800000001
asimilar agreement signed china mobile ltd sehk nyse chl largest mobile carrier thegps social networking service provider promoting gypsii service beijing olympic games according thelatest news,positive,positive,0.79901004,79.901004
continue make easier users explore services handsets work towards bringing internet wider range devices including mid low end devices said kallasvuo,neutral,positive,0.79896575,79.896575
finnish management software solutions provider ixonos oyj net profit decreased euro first quarter euro mln period,negative,negative,0.8875596,79.880364
homeowners across north america green experiences share cost savings clean eco friendly heating,neutral,positive,0.7986961,79.86961000000001
acquisition landsbanken sverige burdened performance eur mn,negative,negative,0.8870771,79.836939
applying summer work seen laborious stressful,negative,negative,0.88683575,79.8152175
capman said deal effect cash flow totals eur transaction would affect financial results executed fair value,neutral,negative,0.88578266,79.7204394
omx helsinki index pct lower omx helsinki cap portfolio index pct,negative,negative,0.88576996,79.71929639999999
finnish industrial group ruukki group brought counter action finnish metal company rautaruukki dispute concerning names companies,negative,negative,0.88519156,79.66724040000001
loss period totalled eur mn compared profit eur mn,negative,negative,0.8849998,79.649982
employment contracts employees end march result company previous employer employee talks,negative,negative,0.8849665,79.646985
addition russia seek additional growth ukraine,positive,positive,0.7956479,79.56479
nastola axe jobs february finnish wood products technology firm raute oyj hel rutav said today transfer nastola southern finland production jyvaskyla plant affect people,neutral,negative,0.88373727,79.5363543
